Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
64;w;758787;0;no;yes;Groﬂstadt
67;m;751942;0;yes;no;Land
65;w;759399;1;yes;yes;Dorf
64;w;767543;1;yes;no;Land
64;w;746396;0;no;yes;Dorf
62;w;766198;1;yes;yes;Dorf
66;w;752586;0;yes;yes;Dorf
64;w;723990;1;yes;yes;Dorf
66;w;755281;0;yes;yes;Dorf
67;w;747222;0;yes;yes;Dorf
65;m;746413;0;yes;yes;Dorf
66;w;725696;0;yes;yes;Dorf
64;w;758530;1;yes;yes;Land
66;w;741553;0;yes;yes;Dorf
65;w;720287;0;yes;yes;Dorf
65;w;742118;0;yes;yes;Dorf
65;w;738731;1;no;yes;Dorf
66;m;764891;0;yes;yes;Dorf
66;w;768312;1;yes;yes;Dorf
66;w;721605;0;yes;yes;Dorf
65;w;775235;1;yes;no;Dorf
65;w;798325;1;yes;yes;Dorf
65;w;737398;1;no;yes;Dorf
64;w;755330;1;yes;yes;Kleinstadt
64;w;742194;1;yes;yes;Dorf
66;m;729642;0;yes;no;Dorf
65;w;738522;0;yes;yes;Dorf
51;w;61512;6;no;no;Land
49;w;57322;7;no;no;Groﬂstadt
51;m;61752;7;no;no;Vorstadt
57;w;71603;8;yes;no;Vorstadt
52;m;56271;7;no;no;Kleinstadt
45;w;55120;5;no;no;Groﬂstadt
46;m;57394;6;yes;no;Groﬂstadt
48;w;63652;6;yes;no;Vorstadt
48;m;38415;6;no;no;Dorf
51;m;64980;9;yes;no;Kleinstadt
51;m;54577;5;no;no;Groﬂstadt
47;w;60539;6;no;no;Dorf
50;w;58682;5;no;no;Vorstadt
48;w;44972;6;no;no;Vorstadt
51;w;60491;8;no;no;Dorf
57;w;54316;4;no;no;Land
57;m;44814;6;no;no;Kleinstadt
54;w;57596;7;yes;no;Vorstadt
52;w;54791;6;no;no;Kleinstadt
49;m;72505;6;no;no;Land
53;w;59146;7;no;no;Kleinstadt
45;m;59969;6;no;no;Dorf
49;w;44360;6;no;no;Groﬂstadt
51;w;64947;6;no;no;Land
48;m;73764;5;no;no;Vorstadt
48;m;71868;6;no;no;Kleinstadt
49;m;62447;6;no;no;Land
52;w;59605;6;no;no;Vorstadt
56;w;59347;7;no;yes;Vorstadt
50;w;47604;5;no;yes;Land
50;m;50153;5;no;no;Kleinstadt
55;m;68685;7;no;no;Groﬂstadt
46;w;70950;7;no;no;Kleinstadt
46;w;60824;6;no;no;Land
51;w;60528;8;no;yes;Dorf
47;m;65300;6;no;no;Dorf
49;m;54870;6;yes;no;Dorf
52;m;71337;6;no;no;Land
53;w;72780;8;no;no;Kleinstadt
52;m;54974;8;no;no;Vorstadt
51;m;58282;6;no;no;Land
58;m;83212;5;no;no;Kleinstadt
53;w;54998;6;no;no;Dorf
55;m;70413;6;no;no;Land
50;m;47862;8;no;no;Groﬂstadt
47;m;57297;6;yes;no;Dorf
46;m;64170;6;no;no;Dorf
49;m;70068;6;no;no;Vorstadt
50;w;62830;6;no;no;Kleinstadt
53;w;51326;8;no;no;Land
47;m;52145;6;no;no;Dorf
56;m;68253;6;no;no;Land
53;w;68670;6;no;no;Dorf
50;w;60386;6;no;no;Kleinstadt
51;m;53649;7;no;no;Land
57;m;48861;8;yes;no;Land
49;m;62872;7;no;no;Kleinstadt
49;m;75744;7;no;no;Dorf
52;w;35171;6;no;no;Dorf
49;m;53680;5;no;no;Dorf
51;w;61926;5;no;no;Kleinstadt
54;m;60488;7;no;no;Kleinstadt
51;w;79655;6;yes;no;Land
49;m;64887;6;no;no;Dorf
48;w;53780;4;no;no;Land
52;m;71989;7;no;no;Land
49;w;62261;6;yes;no;Kleinstadt
53;m;59180;6;no;no;Dorf
49;m;71269;6;no;no;Land
46;m;54519;5;yes;no;Vorstadt
56;m;40406;6;no;no;Vorstadt
47;m;58735;7;no;no;Land
51;m;47713;7;no;no;Dorf
50;w;41002;5;no;no;Land
55;m;59870;4;no;no;Groﬂstadt
48;w;48139;8;no;no;Groﬂstadt
48;m;64965;6;yes;no;Land
51;m;75400;7;no;no;Groﬂstadt
47;m;55515;8;no;no;Land
61;w;37063;5;no;no;Kleinstadt
48;w;50656;5;no;no;Vorstadt
53;m;59712;6;no;no;Dorf
46;m;63242;7;no;no;Vorstadt
51;w;45259;6;no;yes;Vorstadt
54;m;46807;5;no;no;Land
46;m;70050;7;no;no;Groﬂstadt
51;w;72908;5;no;no;Vorstadt
50;m;55731;6;no;no;Vorstadt
59;m;61087;6;no;no;Dorf
51;w;70971;5;no;no;Dorf
51;w;66363;6;no;no;Vorstadt
51;w;76985;6;no;no;Vorstadt
57;w;59101;5;yes;no;Dorf
51;m;49936;5;no;yes;Groﬂstadt
51;w;66063;7;no;no;Land
55;w;58711;5;no;no;Land
45;w;51393;5;no;no;Dorf
52;w;60754;6;no;no;Vorstadt
51;m;54048;5;no;no;Vorstadt
50;m;57851;4;no;no;Land
48;m;57831;6;no;no;Vorstadt
56;w;69422;5;no;no;Land
49;w;34312;6;no;yes;Groﬂstadt
50;m;66563;6;no;no;Land
47;w;66058;5;no;no;Dorf
48;m;71626;5;no;no;Land
52;m;57683;6;no;no;Vorstadt
51;w;72236;6;no;no;Kleinstadt
47;w;64827;5;no;no;Kleinstadt
44;m;55449;7;no;no;Groﬂstadt
51;m;51016;6;no;no;Dorf
51;m;50673;7;no;yes;Kleinstadt
48;m;66767;6;no;no;Kleinstadt
48;w;44693;5;no;no;Kleinstadt
55;m;59640;7;yes;no;Groﬂstadt
53;m;68337;6;no;no;Kleinstadt
46;w;73099;6;no;no;Kleinstadt
45;w;63766;6;no;no;Kleinstadt
47;m;67579;7;no;no;Land
48;m;58393;6;no;yes;Dorf
50;m;51888;6;no;no;Vorstadt
54;w;59527;7;no;no;Kleinstadt
48;w;52172;4;no;no;Dorf
61;m;47369;5;no;no;Vorstadt
51;m;73431;5;no;no;Vorstadt
49;m;52711;6;no;no;Kleinstadt
44;w;67524;4;no;no;Land
47;w;66069;6;no;no;Dorf
55;m;65132;6;no;no;Kleinstadt
54;m;53857;6;no;no;Kleinstadt
50;m;59081;7;no;no;Kleinstadt
46;m;54878;6;no;no;Land
49;m;59380;8;no;no;Kleinstadt
54;m;74689;5;no;no;Vorstadt
51;w;58075;6;yes;no;Groﬂstadt
46;w;50160;5;no;no;Groﬂstadt
49;w;49279;5;no;no;Dorf
54;w;41888;7;yes;no;Vorstadt
42;w;50789;5;no;no;Kleinstadt
44;w;62812;6;no;no;Kleinstadt
48;m;56892;5;yes;no;Dorf
51;w;66629;6;no;no;Kleinstadt
47;w;58972;5;no;no;Vorstadt
52;m;61605;7;no;no;Groﬂstadt
52;w;60968;6;yes;no;Land
55;w;68480;7;no;yes;Vorstadt
46;m;78938;6;no;no;Vorstadt
52;m;82342;7;no;no;Vorstadt
50;w;51208;9;no;no;Dorf
48;m;48559;6;no;no;Land
43;w;67716;6;no;no;Land
49;m;61362;5;no;no;Groﬂstadt
47;w;50726;8;no;no;Groﬂstadt
45;m;68953;6;no;no;Groﬂstadt
52;m;64766;6;no;no;Kleinstadt
47;m;83482;4;no;no;Land
51;m;59364;7;no;no;Groﬂstadt
50;m;55733;7;no;yes;Kleinstadt
49;m;75983;7;no;no;Dorf
42;m;80835;6;no;no;Land
51;w;47393;5;no;no;Land
49;w;38075;8;no;no;Groﬂstadt
48;m;53256;5;no;no;Kleinstadt
45;m;51150;7;no;no;Groﬂstadt
50;w;54447;4;no;no;Kleinstadt
51;w;50295;7;yes;no;Land
46;w;65694;6;no;no;Kleinstadt
51;w;72649;6;no;no;Groﬂstadt
50;m;49595;6;no;no;Groﬂstadt
49;m;62384;6;no;yes;Land
52;w;65279;6;no;no;Vorstadt
47;m;68677;7;no;no;Groﬂstadt
49;m;53346;6;no;no;Land
45;w;52476;5;no;no;Kleinstadt
42;w;59181;6;yes;no;Dorf
47;w;61500;8;no;no;Kleinstadt
58;w;67151;7;no;no;Kleinstadt
47;m;61628;6;no;no;Kleinstadt
47;m;64509;5;no;no;Groﬂstadt
50;w;82379;6;no;yes;Vorstadt
50;w;59481;7;yes;no;Land
46;w;46685;6;no;no;Groﬂstadt
51;w;63784;6;no;no;Dorf
54;w;66326;7;no;no;Kleinstadt
41;w;75321;5;no;no;Groﬂstadt
48;m;48982;7;no;no;Land
57;m;51262;6;yes;no;Kleinstadt
48;m;56155;7;no;no;Groﬂstadt
55;w;83249;6;yes;yes;Vorstadt
53;m;55260;6;no;no;Land
52;m;51468;6;no;yes;Groﬂstadt
54;m;64151;5;no;no;Kleinstadt
54;m;46915;5;no;no;Kleinstadt
52;w;48374;5;no;no;Groﬂstadt
57;m;62370;5;no;no;Dorf
43;w;73835;6;yes;no;Kleinstadt
55;w;66716;6;no;no;Kleinstadt
51;w;58497;6;yes;no;Land
47;m;71157;4;no;no;Land
51;m;63067;7;yes;no;Kleinstadt
47;m;58989;7;no;no;Kleinstadt
45;w;78060;5;no;no;Vorstadt
46;w;66095;7;yes;no;Dorf
57;m;65223;6;no;no;Vorstadt
58;w;72654;5;no;no;Dorf
51;m;80633;7;no;no;Land
51;m;60536;5;no;no;Kleinstadt
53;m;59651;7;no;yes;Groﬂstadt
45;w;71472;4;no;no;Land
55;w;62892;7;no;yes;Dorf
45;m;54046;6;no;no;Groﬂstadt
45;m;59899;8;no;no;Land
50;m;58909;5;no;no;Kleinstadt
48;w;62245;6;no;no;Groﬂstadt
46;m;81793;8;no;no;Kleinstadt
50;m;56651;4;no;no;Vorstadt
47;m;70840;7;no;yes;Kleinstadt
54;m;62385;5;yes;yes;Land
53;w;75859;7;no;no;Groﬂstadt
49;m;77778;8;no;no;Land
47;m;56591;6;no;no;Vorstadt
44;m;46278;7;no;no;Land
54;w;55329;7;no;no;Land
49;m;57306;6;no;yes;Groﬂstadt
56;w;54943;7;no;no;Dorf
53;w;61755;7;no;no;Dorf
46;m;60373;5;no;no;Groﬂstadt
47;w;61537;6;no;no;Land
48;w;64649;8;no;no;Land
51;m;58919;5;no;no;Kleinstadt
48;m;65276;6;no;yes;Vorstadt
56;w;61748;8;no;yes;Dorf
51;m;62487;6;no;no;Kleinstadt
52;m;41231;6;no;no;Land
52;m;60360;5;no;no;Vorstadt
49;w;61858;6;no;yes;Kleinstadt
52;m;63281;5;yes;no;Groﬂstadt
49;w;59127;5;no;no;Dorf
47;w;66258;6;no;no;Dorf
47;w;74418;4;no;no;Vorstadt
45;w;45208;8;no;no;Land
47;m;68455;5;no;yes;Dorf
49;w;55884;6;no;no;Dorf
50;w;51960;5;no;no;Dorf
47;w;51074;7;yes;no;Land
52;w;68363;5;no;no;Vorstadt
51;m;66200;7;no;no;Kleinstadt
50;w;51456;6;yes;no;Land
51;m;63734;5;no;yes;Dorf
41;m;62271;7;no;no;Dorf
50;m;59724;6;no;no;Dorf
47;w;46706;5;no;no;Groﬂstadt
48;m;71845;7;no;no;Groﬂstadt
48;w;57070;5;no;no;Dorf
46;m;52070;4;no;no;Dorf
54;m;67002;6;no;no;Groﬂstadt
46;m;46979;7;no;no;Vorstadt
50;m;61441;5;no;no;Land
56;w;73762;6;no;no;Kleinstadt
50;w;67477;7;no;no;Kleinstadt
50;m;69548;6;no;no;Land
42;w;58611;6;yes;no;Vorstadt
51;m;53965;5;no;no;Land
47;m;59424;5;no;no;Groﬂstadt
51;m;55082;5;yes;no;Vorstadt
49;w;48418;8;no;no;Vorstadt
51;w;52151;5;no;no;Kleinstadt
52;m;50535;5;yes;no;Kleinstadt
50;w;63856;5;no;no;Dorf
48;w;52203;5;no;no;Land
56;m;62387;6;no;yes;Kleinstadt
50;w;57777;6;yes;no;Land
44;m;62176;5;yes;no;Kleinstadt
59;m;69994;6;no;no;Vorstadt
50;m;67885;7;no;no;Dorf
50;m;69285;5;no;yes;Kleinstadt
48;m;76177;5;no;no;Groﬂstadt
49;w;61583;5;no;no;Vorstadt
56;m;48179;6;yes;no;Kleinstadt
54;w;73149;6;yes;no;Dorf
51;m;58957;8;no;no;Dorf
49;w;58330;4;no;no;Kleinstadt
52;w;58946;6;no;no;Kleinstadt
55;m;56634;6;no;no;Land
44;w;59883;5;no;no;Land
46;m;48750;7;no;no;Vorstadt
41;w;60046;5;no;no;Vorstadt
58;m;67979;8;no;no;Dorf
49;w;51593;5;no;yes;Land
57;w;67531;6;no;no;Groﬂstadt
54;w;78634;6;no;yes;Kleinstadt
49;w;63789;6;no;no;Groﬂstadt
49;m;78335;5;no;no;Land
50;w;76809;7;no;no;Dorf
53;m;58099;6;no;no;Groﬂstadt
47;w;43676;6;no;no;Vorstadt
50;w;57121;5;yes;no;Land
49;w;68865;6;no;yes;Dorf
47;w;44089;6;no;no;Kleinstadt
45;w;59221;5;no;no;Vorstadt
48;w;56034;6;no;no;Land
58;w;67905;6;no;no;Groﬂstadt
54;m;49272;5;no;no;Vorstadt
54;m;60395;7;no;no;Land
51;m;66568;7;no;no;Kleinstadt
60;w;57489;7;yes;no;Land
53;m;59023;6;no;no;Dorf
46;m;31516;8;no;no;Dorf
42;m;60198;7;no;no;Dorf
52;w;77301;6;yes;no;Dorf
40;m;63190;7;no;no;Dorf
49;w;69049;5;no;no;Dorf
51;m;53152;4;no;yes;Vorstadt
49;m;63242;7;yes;no;Groﬂstadt
50;w;44213;7;no;no;Land
51;m;61023;5;no;no;Kleinstadt
49;w;72814;7;no;no;Vorstadt
54;m;66834;8;no;no;Groﬂstadt
40;m;57731;6;no;no;Land
45;w;61128;6;no;no;Groﬂstadt
47;m;66660;5;no;no;Groﬂstadt
57;w;50713;2;no;yes;Groﬂstadt
57;m;62903;4;no;no;Kleinstadt
50;m;62023;6;no;no;Vorstadt
43;w;42801;5;no;no;Kleinstadt
50;m;72605;6;no;no;Kleinstadt
51;w;67990;7;no;no;Land
59;w;72211;6;no;no;Dorf
48;m;67586;6;no;no;Dorf
42;m;52445;5;no;no;Dorf
43;w;56045;6;no;no;Land
50;w;64491;9;no;no;Groﬂstadt
55;m;56093;5;no;no;Groﬂstadt
48;w;70952;6;no;no;Land
51;w;60367;6;no;no;Land
45;m;63665;8;no;no;Vorstadt
47;w;54703;6;yes;no;Vorstadt
50;w;51953;7;no;no;Groﬂstadt
52;m;65470;7;no;no;Dorf
51;w;51929;7;no;no;Dorf
49;m;50040;6;no;no;Groﬂstadt
48;m;66207;7;no;no;Groﬂstadt
46;m;56016;7;no;no;Groﬂstadt
53;w;58377;6;no;no;Vorstadt
45;w;67442;7;no;no;Kleinstadt
43;m;65338;6;no;no;Dorf
52;w;61398;6;no;no;Vorstadt
47;m;46104;5;no;no;Vorstadt
47;m;46681;6;no;no;Dorf
45;w;62049;5;no;yes;Land
56;w;72393;7;no;no;Dorf
45;m;53242;7;no;no;Dorf
58;w;75902;7;no;no;Vorstadt
49;w;79178;5;no;yes;Land
48;m;67302;8;no;no;Vorstadt
54;w;68280;6;no;no;Land
43;w;62620;7;no;no;Vorstadt
46;m;56017;4;no;no;Kleinstadt
47;w;60184;7;no;no;Groﬂstadt
48;m;55937;6;no;no;Kleinstadt
50;w;57932;6;no;no;Land
46;m;33408;5;no;no;Dorf
48;m;49879;6;no;no;Vorstadt
50;w;39905;7;yes;no;Dorf
52;w;38952;6;no;yes;Land
53;m;71381;6;no;no;Vorstadt
56;m;42089;7;no;no;Land
57;w;50260;5;no;no;Dorf
45;m;76800;6;no;no;Groﬂstadt
53;m;51664;5;no;yes;Dorf
52;w;43215;6;no;no;Dorf
56;w;54984;6;no;no;Kleinstadt
51;m;46833;7;no;no;Kleinstadt
49;m;39087;5;no;no;Land
51;m;54670;5;no;no;Land
56;m;43644;7;yes;no;Kleinstadt
49;w;58247;6;no;no;Vorstadt
54;w;41800;6;no;no;Land
48;w;51403;7;no;no;Groﬂstadt
46;m;51251;5;yes;no;Dorf
57;w;59301;6;no;no;Land
54;m;50079;7;no;no;Kleinstadt
51;m;71621;6;no;no;Groﬂstadt
50;w;68680;7;no;no;Vorstadt
51;w;43596;7;no;no;Land
44;m;61018;7;no;no;Dorf
50;w;53397;5;no;yes;Kleinstadt
48;m;39153;7;no;no;Groﬂstadt
53;m;65757;6;no;no;Vorstadt
59;w;62916;7;no;no;Groﬂstadt
54;m;69377;6;no;no;Kleinstadt
52;w;73119;6;no;no;Land
46;w;69627;6;no;no;Kleinstadt
52;w;63573;6;no;no;Vorstadt
54;w;51602;7;no;no;Vorstadt
52;w;62122;6;no;no;Dorf
52;w;65307;4;no;yes;Land
48;m;51332;7;no;no;Groﬂstadt
46;w;59094;5;no;no;Kleinstadt
42;m;60488;6;no;yes;Kleinstadt
51;w;64128;4;no;no;Groﬂstadt
53;m;50929;6;no;no;Groﬂstadt
54;w;66045;6;no;no;Kleinstadt
56;m;61342;7;no;no;Groﬂstadt
47;w;57346;7;no;no;Dorf
48;w;54781;6;yes;no;Vorstadt
49;m;54629;5;no;no;Land
44;w;59009;8;no;no;Groﬂstadt
49;m;47489;8;no;no;Land
56;w;68134;5;no;no;Land
46;w;56919;6;yes;no;Land
50;m;48774;6;no;no;Groﬂstadt
48;m;58146;6;no;no;Groﬂstadt
48;m;56024;6;yes;no;Groﬂstadt
47;m;38952;7;no;no;Dorf
44;m;58633;6;no;no;Groﬂstadt
49;w;47740;7;no;no;Vorstadt
54;m;54577;7;no;no;Vorstadt
52;m;52475;7;no;yes;Kleinstadt
51;w;61865;5;no;no;Kleinstadt
52;w;49522;6;no;no;Vorstadt
55;m;58786;8;no;no;Dorf
49;m;60261;7;no;no;Kleinstadt
55;w;39858;8;no;no;Vorstadt
47;m;56228;5;no;no;Dorf
48;m;68056;7;no;no;Dorf
50;w;66496;4;no;no;Land
42;w;63505;5;no;no;Kleinstadt
52;m;61665;6;no;no;Vorstadt
55;w;71705;5;no;yes;Groﬂstadt
53;m;58361;6;no;no;Dorf
48;w;55307;6;no;no;Vorstadt
43;m;69852;8;no;yes;Groﬂstadt
46;m;69153;6;no;no;Kleinstadt
48;w;51226;6;no;no;Dorf
49;m;77488;5;no;no;Groﬂstadt
49;m;48173;6;no;no;Kleinstadt
46;w;56838;7;no;no;Groﬂstadt
42;m;69771;7;no;no;Dorf
53;w;58916;6;no;no;Dorf
59;w;68607;6;no;no;Dorf
52;m;75085;5;no;no;Dorf
55;m;52521;6;yes;no;Kleinstadt
54;w;60026;5;no;no;Dorf
55;w;56880;6;no;no;Land
53;w;52999;6;no;no;Dorf
53;m;52410;6;no;no;Dorf
49;m;72363;5;no;no;Vorstadt
51;m;54273;5;no;no;Vorstadt
46;m;59925;6;no;no;Groﬂstadt
52;w;60277;7;no;no;Kleinstadt
52;m;72833;5;no;no;Groﬂstadt
53;m;67292;5;no;no;Land
50;w;69273;6;no;yes;Land
50;w;60505;7;no;no;Land
46;m;70825;5;no;no;Dorf
45;w;69742;6;no;no;Groﬂstadt
50;m;60925;6;yes;no;Kleinstadt
49;w;74932;6;yes;no;Groﬂstadt
53;w;50411;5;no;no;Kleinstadt
54;w;69825;5;yes;no;Dorf
48;w;37320;5;no;no;Vorstadt
45;w;68619;7;no;no;Groﬂstadt
50;m;54933;6;no;no;Groﬂstadt
48;w;71210;7;no;no;Vorstadt
51;w;54885;6;no;no;Land
55;w;65325;6;no;yes;Dorf
50;w;72738;7;no;no;Vorstadt
48;m;77359;6;yes;no;Groﬂstadt
48;w;41856;5;no;no;Groﬂstadt
49;m;66245;5;no;no;Groﬂstadt
47;w;57431;4;yes;no;Groﬂstadt
52;m;69517;5;no;no;Vorstadt
49;w;48917;7;yes;no;Land
43;m;70121;4;no;no;Dorf
50;w;68804;6;no;no;Groﬂstadt
49;m;74804;5;no;no;Vorstadt
47;w;73607;7;no;no;Land
52;m;18372;6;no;no;Kleinstadt
44;m;71787;6;no;no;Land
55;w;54841;6;no;no;Kleinstadt
48;m;54194;6;no;no;Kleinstadt
50;m;58548;5;no;no;Kleinstadt
55;m;54132;7;no;no;Kleinstadt
49;w;45624;6;no;yes;Dorf
51;m;62593;5;no;no;Groﬂstadt
48;w;62515;7;no;no;Vorstadt
45;m;55076;5;no;no;Vorstadt
47;w;63911;6;no;no;Dorf
53;m;61575;6;no;no;Kleinstadt
44;w;59569;7;no;no;Vorstadt
48;w;61886;5;no;no;Land
55;m;78251;5;no;no;Vorstadt
54;m;63434;5;no;no;Vorstadt
53;m;62762;4;no;yes;Kleinstadt
46;m;37742;8;no;no;Vorstadt
52;w;61045;8;no;no;Groﬂstadt
47;m;54181;6;no;no;Groﬂstadt
53;w;72476;7;no;no;Land
43;m;61760;4;no;no;Dorf
54;m;67181;5;no;no;Groﬂstadt
49;m;70345;6;no;no;Land
57;w;64842;7;no;no;Kleinstadt
51;w;41301;7;no;no;Groﬂstadt
46;m;42392;5;no;yes;Dorf
49;w;38754;5;no;yes;Groﬂstadt
51;m;67592;6;no;yes;Land
52;m;67412;5;no;no;Vorstadt
52;m;70286;5;no;no;Groﬂstadt
46;m;52068;8;no;no;Land
51;m;53972;7;no;no;Groﬂstadt
48;m;65502;5;no;yes;Dorf
49;w;64204;6;no;no;Kleinstadt
46;m;59824;8;no;yes;Land
45;w;53673;5;no;no;Groﬂstadt
54;m;71777;6;no;no;Dorf
51;w;64496;7;no;no;Dorf
51;m;59488;6;no;no;Dorf
51;m;68737;6;no;no;Groﬂstadt
53;w;57247;5;no;no;Dorf
45;w;71694;5;no;no;Kleinstadt
55;w;54543;5;yes;no;Dorf
57;w;68175;4;yes;no;Vorstadt
42;w;56543;5;no;no;Kleinstadt
47;w;80919;6;no;no;Kleinstadt
48;w;59879;4;no;no;Kleinstadt
57;w;63882;5;no;no;Kleinstadt
48;w;72215;7;no;no;Dorf
44;m;58719;6;no;yes;Kleinstadt
49;w;66697;6;no;no;Groﬂstadt
54;w;59082;5;no;no;Dorf
46;m;59462;6;no;no;Land
55;m;74671;6;no;yes;Dorf
48;m;63134;5;no;no;Land
55;m;70015;7;yes;no;Kleinstadt
49;w;48102;4;no;no;Kleinstadt
49;w;52676;6;no;no;Vorstadt
48;w;62378;6;no;no;Dorf
55;w;45260;5;yes;no;Land
53;m;57685;5;no;yes;Vorstadt
52;m;61930;4;no;no;Kleinstadt
57;w;74984;6;yes;no;Dorf
44;w;46413;7;no;no;Land
56;w;61135;6;no;yes;Dorf
51;w;75580;7;no;no;Groﬂstadt
50;w;48465;6;yes;no;Groﬂstadt
47;m;47574;6;no;no;Kleinstadt
47;w;65402;6;yes;yes;Groﬂstadt
48;m;58422;5;no;no;Kleinstadt
55;m;58456;6;no;no;Land
45;m;58546;5;no;no;Dorf
50;w;68212;6;no;no;Groﬂstadt
44;w;53315;6;no;no;Land
50;m;60987;7;no;no;Dorf
54;m;64813;7;no;no;Dorf
47;w;57892;6;no;no;Kleinstadt
54;w;51896;5;no;no;Kleinstadt
57;m;55803;5;no;no;Groﬂstadt
53;m;64855;7;no;no;Dorf
57;m;69898;6;no;yes;Kleinstadt
51;w;54671;7;no;yes;Vorstadt
44;w;74345;5;no;yes;Kleinstadt
46;m;64246;7;no;no;Vorstadt
52;w;55585;6;no;no;Kleinstadt
48;m;68800;6;no;no;Vorstadt
46;m;55728;5;no;no;Kleinstadt
51;w;47978;6;no;no;Kleinstadt
46;m;83750;7;no;no;Land
49;m;65538;5;no;no;Land
53;m;54477;6;no;no;Kleinstadt
57;w;71183;4;no;no;Groﬂstadt
56;m;65657;4;no;no;Kleinstadt
47;m;61705;7;yes;no;Vorstadt
53;w;65074;5;no;no;Groﬂstadt
55;m;59218;6;no;no;Dorf
50;m;56752;7;no;no;Dorf
54;w;80138;7;no;yes;Land
49;m;50568;6;no;no;Land
45;w;50792;7;no;no;Groﬂstadt
43;w;58646;4;no;no;Dorf
53;w;56272;5;no;no;Vorstadt
53;w;60686;6;no;no;Kleinstadt
47;m;39068;6;yes;no;Land
52;m;63020;5;no;yes;Groﬂstadt
51;w;69767;5;no;no;Kleinstadt
46;w;76041;8;no;no;Kleinstadt
51;m;81595;5;no;no;Kleinstadt
51;w;57829;5;no;no;Land
51;m;59361;6;no;no;Vorstadt
48;w;60964;6;no;no;Vorstadt
54;m;60581;5;no;no;Kleinstadt
53;m;61466;6;no;no;Vorstadt
47;m;60055;7;no;no;Kleinstadt
46;w;79002;6;no;no;Vorstadt
49;w;66289;5;no;no;Land
47;w;78671;6;no;no;Kleinstadt
49;m;69326;6;no;no;Dorf
42;m;51157;5;no;no;Land
48;w;50564;6;no;no;Dorf
49;w;41668;7;yes;no;Groﬂstadt
43;w;61752;8;no;no;Kleinstadt
44;m;67372;5;no;no;Vorstadt
49;w;52059;6;no;no;Dorf
54;m;79517;6;no;no;Kleinstadt
52;m;68982;6;no;no;Vorstadt
51;m;61166;5;no;no;Kleinstadt
58;w;57829;6;no;no;Groﬂstadt
47;w;62568;6;no;no;Dorf
50;w;52209;7;no;no;Vorstadt
52;m;68708;6;no;no;Kleinstadt
44;w;39791;4;no;yes;Kleinstadt
46;w;55803;8;no;no;Vorstadt
56;w;69824;6;no;no;Vorstadt
56;m;54331;7;no;no;Vorstadt
47;w;47893;6;no;no;Kleinstadt
46;w;66631;8;no;no;Kleinstadt
51;m;65121;6;no;no;Vorstadt
48;w;59573;6;no;no;Kleinstadt
44;w;66533;4;yes;no;Kleinstadt
53;m;62330;8;no;no;Groﬂstadt
54;m;58872;8;no;no;Vorstadt
51;m;63117;7;no;no;Vorstadt
52;w;78409;4;no;no;Vorstadt
48;m;57516;7;no;no;Vorstadt
55;m;54600;6;no;no;Dorf
45;m;61052;8;no;no;Dorf
49;m;46384;7;no;no;Land
46;m;59424;7;yes;no;Land
47;m;64363;6;no;no;Land
47;w;46934;7;no;no;Vorstadt
53;m;60687;6;yes;no;Vorstadt
45;w;79877;5;no;no;Kleinstadt
53;w;84876;6;no;no;Groﬂstadt
50;m;71835;6;no;yes;Land
52;w;53874;5;no;no;Vorstadt
50;w;66399;7;no;yes;Vorstadt
57;w;51355;7;no;no;Vorstadt
49;m;77282;5;no;no;Groﬂstadt
51;w;47355;6;no;no;Kleinstadt
53;m;64538;6;yes;yes;Groﬂstadt
53;w;52422;6;no;no;Dorf
53;w;69061;5;no;no;Groﬂstadt
49;w;68531;6;no;no;Land
59;m;69023;5;no;no;Vorstadt
50;m;60313;7;no;no;Kleinstadt
53;m;64860;5;no;no;Groﬂstadt
41;m;62320;8;yes;no;Dorf
49;m;39155;5;no;no;Kleinstadt
49;m;48040;7;no;no;Land
47;m;72621;7;no;no;Dorf
52;w;59341;8;no;no;Dorf
55;w;68622;6;no;no;Land
49;w;44263;5;no;no;Groﬂstadt
51;m;57298;5;no;no;Kleinstadt
53;m;58499;5;no;no;Kleinstadt
55;w;62890;6;no;no;Groﬂstadt
50;w;56732;6;no;no;Land
47;m;80322;7;no;no;Groﬂstadt
47;w;55175;6;no;no;Vorstadt
47;w;48720;5;no;no;Groﬂstadt
51;w;55154;7;no;no;Groﬂstadt
48;m;60351;8;no;no;Land
48;m;48588;7;no;no;Land
42;m;60389;4;no;no;Land
54;m;58275;7;no;no;Groﬂstadt
42;w;68039;6;no;no;Groﬂstadt
48;m;60535;6;no;no;Vorstadt
49;m;64026;6;no;no;Groﬂstadt
44;w;58690;5;no;no;Kleinstadt
49;m;65354;7;no;yes;Groﬂstadt
46;w;50881;6;yes;no;Groﬂstadt
52;m;51563;9;no;no;Land
54;m;75930;5;no;yes;Kleinstadt
43;w;46857;7;no;no;Vorstadt
56;m;72440;7;no;yes;Vorstadt
51;w;52756;5;no;no;Dorf
47;w;71952;7;no;no;Groﬂstadt
51;w;52259;5;yes;no;Groﬂstadt
46;w;50035;7;no;no;Groﬂstadt
42;m;66281;6;no;no;Kleinstadt
47;w;48764;6;yes;no;Vorstadt
50;m;45691;6;no;yes;Dorf
53;m;57576;6;no;no;Groﬂstadt
